path,id,phrase,emotion
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_match_disgust.wav,OAF,match,DIS
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_lot_neutral.wav,OAF,lot,NEU
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_lot_happy.wav,YAF,lot,HAP
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_bean_disgust.wav,YAF,bean,DIS
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_dip_disgust.wav,OAF,dip,DIS
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_whip_sad.wav,OAF,whip,SAD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_base_happy.wav,YAF,base,HAP
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_rain_happy.wav,YAF,rain,HAP
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_shack_disgust.wav,OAF,shack,DIS
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_gap_fear.wav,OAF,gap,FEA
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_cab_disgust.wav,YAF,cab,DIS
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_kite_sad.wav,OAF,kite,SAD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_laud_fear.wav,YAF,laud,FEA
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_shack_disgust.wav,YAF,shack,DIS
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_date_disgust.wav,YAF,date,DIS
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_phone_neutral.wav,YAF,phone,NEU
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_germ_disgust.wav,YAF,germ,DIS
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_pad_disgust.wav,OAF,pad,DIS
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_third_sad.wav,OAF,third,SAD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_match_angry.wav,OAF,match,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_chair_happy.wav,YAF,chair,HAP
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_which_sad.wav,OAF,which,SAD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_nag_sad.wav,OAF,nag,SAD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_turn_neutral.wav,YAF,turn,NEU
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_five_happy.wav,YAF,five,HAP
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_goal_happy.wav,YAF,goal,HAP
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_room_fear.wav,OAF,room,FEA
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_chain_disgust.wav,OAF,chain,DIS
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_pool_angry.wav,YAF,pool,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_mob_sad.wav,YAF,mob,SAD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_soup_disgust.wav,OAF,soup,DIS
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_team_fear.wav,OAF,team,FEA
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_hash_angry.wav,OAF,hash,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_thumb_angry.wav,YAF,thumb,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_pearl_happy.wav,OAF,pearl,HAP
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_such_disgust.wav,OAF,such,DIS
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_jar_happy.wav,YAF,jar,HAP
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_pad_sad.wav,OAF,pad,SAD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_keep_fear.wav,OAF,keep,FEA
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_dodge_neutral.wav,YAF,dodge,NEU
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_fit_angry.wav,OAF,fit,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_gas_angry.wav,OAF,gas,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_fail_sad.wav,OAF,fail,SAD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_chalk_neutral.wav,YAF,chalk,NEU
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_tell_neutral.wav,OAF,tell,NEU
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_met_angry.wav,OAF,met,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_keg_angry.wav,OAF,keg,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_name_neutral.wav,YAF,name,NEU
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_kick_fear.wav,YAF,kick,FEA
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_hash_neutral.wav,OAF,hash,NEU
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_bone_angry.wav,OAF,bone,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_chat_happy.wav,OAF,chat,HAP
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_ton_fear.wav,YAF,ton,FEA
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_calm_neutral.wav,OAF,calm,NEU
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_half_fear.wav,OAF,half,FEA
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_jail_angry.wav,OAF,jail,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_hire_neutral.wav,YAF,hire,NEU
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_goose_sad.wav,YAF,goose,SAD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_puff_happy.wav,OAF,puff,HAP
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_bought_fear.wav,OAF,bought,FEA
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_lease_neutral.wav,YAF,lease,NEU
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_hire_angry.wav,YAF,hire,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_pool_happy.wav,OAF,pool,HAP
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_hate_neutral.wav,YAF,hate,NEU
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_near_disgust.wav,OAF,near,DIS
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_pole_fear.wav,OAF,pole,FEA
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_knock_angry.wav,YAF,knock,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_tell_sad.wav,OAF,tell,SAD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_pearl_sad.wav,OAF,pearl,SAD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_pick_sad.wav,OAF,pick,SAD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_chair_fear.wav,YAF,chair,FEA
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_fail_angry.wav,OAF,fail,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_fit_sad.wav,YAF,fit,SAD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_make_angry.wav,YAF,make,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_page_sad.wav,OAF,page,SAD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_lot_neutral.wav,YAF,lot,NEU
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_take_fear.wav,YAF,take,FEA
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_rough_neutral.wav,OAF,rough,NEU
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_juice_angry.wav,OAF,juice,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_doll_angry.wav,OAF,doll,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_far_sad.wav,YAF,far,SAD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_soap_angry.wav,OAF,soap,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_tire_neutral.wav,OAF,tire,NEU
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_pick_angry.wav,OAF,pick,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_chain_neutral.wav,OAF,chain,NEU
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_home_disgust.wav,YAF,home,DIS
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_pad_fear.wav,OAF,pad,FEA
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_sail_neutral.wav,YAF,sail,NEU
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_juice_disgust.wav,YAF,juice,DIS
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_far_disgust.wav,YAF,far,DIS
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_hurl_fear.wav,YAF,hurl,FEA
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_kick_angry.wav,YAF,kick,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_date_neutral.wav,OAF,date,NEU
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_chair_neutral.wav,OAF,chair,NEU
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_young_disgust.wav,YAF,young,DIS
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_haze_angry.wav,OAF,haze,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_wire_sad.wav,YAF,wire,SAD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_puff_angry.wav,OAF,puff,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_good_fear.wav,OAF,good,FEA
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_kick_disgust.wav,OAF,kick,DIS
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_judge_disgust.wav,OAF,judge,DIS
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_ditch_neutral.wav,OAF,ditch,NEU
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_cool_angry.wav,OAF,cool,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_numb_fear.wav,OAF,numb,FEA
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_five_neutral.wav,YAF,five,NEU
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_time_fear.wav,OAF,time,FEA
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_lid_neutral.wav,OAF,lid,NEU
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_haze_fear.wav,OAF,haze,FEA
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_rush_disgust.wav,YAF,rush,DIS
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_cool_fear.wav,YAF,cool,FEA
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_walk_angry.wav,OAF,walk,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_gap_angry.wav,YAF,gap,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_jar_angry.wav,YAF,jar,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_mood_fear.wav,YAF,mood,FEA
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_soup_neutral.wav,YAF,soup,NEU
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_hire_disgust.wav,YAF,hire,DIS
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_rot_disgust.wav,YAF,rot,DIS
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_door_angry.wav,YAF,door,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_perch_sad.wav,YAF,perch,SAD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_back_happy.wav,YAF,back,HAP
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_germ_fear.wav,YAF,germ,FEA
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_rain_neutral.wav,YAF,rain,NEU
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_dodge_happy.wav,YAF,dodge,HAP
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_join_disgust.wav,YAF,join,DIS
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_rush_happy.wav,YAF,rush,HAP
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_doll_fear.wav,OAF,doll,FEA
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_take_neutral.wav,YAF,take,NEU
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_dab_disgust.wav,OAF,dab,DIS
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_half_angry.wav,OAF,half,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_thumb_sad.wav,YAF,thumb,SAD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_king_sad.wav,OAF,king,SAD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_goose_angry.wav,OAF,goose,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_get_disgust.wav,OAF,get,DIS
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_death_neutral.wav,OAF,death,NEU
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_rough_neutral.wav,YAF,rough,NEU
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_home_sad.wav,OAF,home,SAD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_south_happy.wav,YAF,south,HAP
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_yearn_angry.wav,OAF,yearn,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_rag_angry.wav,YAF,rag,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_kill_disgust.wav,OAF,kill,DIS
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_bean_happy.wav,YAF,bean,HAP
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_gas_neutral.wav,YAF,gas,NEU
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_mouse_sad.wav,YAF,mouse,SAD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_dog_disgust.wav,YAF,dog,DIS
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_gin_sad.wav,OAF,gin,SAD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_tell_disgust.wav,YAF,tell,DIS
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_thin_neutral.wav,OAF,thin,NEU
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_ripe_sad.wav,YAF,ripe,SAD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_sell_neutral.wav,OAF,sell,NEU
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_mob_fear.wav,OAF,mob,FEA
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_limb_sad.wav,OAF,limb,SAD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_deep_fear.wav,YAF,deep,FEA
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_mop_angry.wav,OAF,mop,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_lease_disgust.wav,YAF,lease,DIS
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_hole_disgust.wav,OAF,hole,DIS
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_perch_angry.wav,YAF,perch,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_sure_disgust.wav,OAF,sure,DIS
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_talk_sad.wav,YAF,talk,SAD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_chief_disgust.wav,YAF,chief,DIS
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_perch_happy.wav,OAF,perch,HAP
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_luck_neutral.wav,OAF,luck,NEU
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_sour_happy.wav,YAF,sour,HAP
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_road_disgust.wav,OAF,road,DIS
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_fail_neutral.wav,OAF,fail,NEU
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_mode_fear.wav,OAF,mode,FEA
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_mess_sad.wav,YAF,mess,SAD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_door_sad.wav,OAF,door,SAD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_deep_happy.wav,YAF,deep,HAP
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_soap_angry.wav,YAF,soap,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_south_fear.wav,YAF,south,FEA
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_tough_angry.wav,YAF,tough,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_get_neutral.wav,YAF,get,NEU
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_limb_happy.wav,OAF,limb,HAP
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_join_fear.wav,YAF,join,FEA
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_late_fear.wav,YAF,late,FEA
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_rat_happy.wav,OAF,rat,HAP
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_wash_angry.wav,OAF,wash,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_came_disgust.wav,YAF,came,DIS
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_kill_angry.wav,YAF,kill,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_mouse_angry.wav,OAF,mouse,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_check_neutral.wav,YAF,check,NEU
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_should_fear.wav,YAF,should,FEA
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_late_sad.wav,OAF,late,SAD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_goal_sad.wav,YAF,goal,SAD
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_rot_neutral.wav,OAF,rot,NEU
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_vote_disgust.wav,YAF,vote,DIS
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_lean_angry.wav,OAF,lean,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_mouse_neutral.wav,YAF,mouse,NEU
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_rat_neutral.wav,YAF,rat,NEU
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_pass_neutral.wav,YAF,pass,NEU
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_mess_neutral.wav,OAF,mess,NEU
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_ditch_angry.wav,OAF,ditch,ANG
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_yearn_happy.wav,OAF,yearn,HAP
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_hate_fear.wav,YAF,hate,FEA
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/YAF_sell_fear.wav,YAF,sell,FEA
/content/Interpretability-Analysis_Bias-in-Emotion-Recognition/data/Training Data (Emotions)/TESS/OAF_life_sad.wav,OAF,life,SAD
